Date,Hour,Solar Radiation
6/1/24,9:00:00 AM,666
6/1/24,10:00:00 AM,815
6/1/24,11:00:00 AM,915
6/1/24,12:00:00 PM,965
6/1/24,1:00:00 PM,957
6/1/24,2:00:00 PM,896
6/1/24,3:00:00 PM,800
6/1/24,4:00:00 PM,631
6/1/24,5:00:00 PM,434
6/1/24,6:00:00 PM,243
6/1/24,7:00:00 PM,71
6/1/24,8:00:00 PM,5
6/1/24,9:00:00 PM,0
6/1/24,10:00:00 PM,0
6/1/24,11:00:00 PM,0
6/2/24,12:00:00 AM,0
6/2/24,1:00:00 AM,0
6/2/24,2:00:00 AM,0
6/2/24,3:00:00 AM,0
6/2/24,4:00:00 AM,0
6/2/24,5:00:00 AM,6
6/2/24,6:00:00 AM,108
6/2/24,7:00:00 AM,246
6/2/24,8:00:00 AM,305
6/2/24,9:00:00 AM,465
6/2/24,10:00:00 AM,534
6/2/24,11:00:00 AM,520
6/2/24,12:00:00 PM,635
6/2/24,1:00:00 PM,725
6/2/24,2:00:00 PM,783
6/2/24,3:00:00 PM,585
6/2/24,4:00:00 PM,309
6/2/24,5:00:00 PM,176
6/2/24,6:00:00 PM,97
6/2/24,7:00:00 PM,29
6/2/24,8:00:00 PM,2
6/2/24,9:00:00 PM,0
6/2/24,10:00:00 PM,0
6/2/24,11:00:00 PM,0
6/3/24,12:00:00 AM,0
6/3/24,1:00:00 AM,0
6/3/24,2:00:00 AM,0
6/3/24,3:00:00 AM,0
6/3/24,4:00:00 AM,0
6/3/24,5:00:00 AM,3
6/3/24,6:00:00 AM,29
6/3/24,7:00:00 AM,145
6/3/24,8:00:00 AM,438
6/3/24,9:00:00 AM,438
6/3/24,10:00:00 AM,787
6/3/24,11:00:00 AM,799
6/3/24,12:00:00 PM,825
6/3/24,1:00:00 PM,835
6/3/24,2:00:00 PM,613
6/3/24,3:00:00 PM,633
6/3/24,4:00:00 PM,401
6/3/24,5:00:00 PM,413
6/3/24,6:00:00 PM,207
6/3/24,7:00:00 PM,87
6/3/24,8:00:00 PM,11
6/3/24,9:00:00 PM,0
6/3/24,10:00:00 PM,0
6/3/24,11:00:00 PM,0
6/4/24,12:00:00 AM,0
6/4/24,1:00:00 AM,0
6/4/24,2:00:00 AM,0
6/4/24,3:00:00 AM,0
6/4/24,4:00:00 AM,0
6/4/24,5:00:00 AM,9
6/4/24,6:00:00 AM,105
6/4/24,7:00:00 AM,276
6/4/24,8:00:00 AM,522
6/4/24,9:00:00 AM,645
6/4/24,10:00:00 AM,775
6/4/24,11:00:00 AM,882
6/4/24,12:00:00 PM,867
6/4/24,1:00:00 PM,866
6/4/24,2:00:00 PM,846
6/4/24,3:00:00 PM,726
6/4/24,4:00:00 PM,530
6/4/24,5:00:00 PM,419
6/4/24,6:00:00 PM,216
6/4/24,7:00:00 PM,86
6/4/24,8:00:00 PM,5
6/4/24,9:00:00 PM,0
6/4/24,10:00:00 PM,0
6/4/24,11:00:00 PM,0
6/5/24,12:00:00 AM,0
6/5/24,1:00:00 AM,0
6/5/24,2:00:00 AM,0
6/5/24,3:00:00 AM,0
6/5/24,4:00:00 AM,0
6/5/24,5:00:00 AM,3
6/5/24,6:00:00 AM,50
6/5/24,7:00:00 AM,89
6/5/24,8:00:00 AM,127
6/5/24,9:00:00 AM,208
6/5/24,10:00:00 AM,381
6/5/24,11:00:00 AM,538
6/5/24,12:00:00 PM,348
6/5/24,1:00:00 PM,262
6/5/24,2:00:00 PM,436
6/5/24,3:00:00 PM,452
6/5/24,4:00:00 PM,262
6/5/24,5:00:00 PM,88
6/5/24,6:00:00 PM,8
6/5/24,7:00:00 PM,5
6/5/24,8:00:00 PM,0
6/5/24,9:00:00 PM,0
6/5/24,10:00:00 PM,0
6/5/24,11:00:00 PM,0
6/6/24,12:00:00 AM,0
6/6/24,1:00:00 AM,0
6/6/24,2:00:00 AM,0
6/6/24,3:00:00 AM,0
6/6/24,4:00:00 AM,0
6/6/24,5:00:00 AM,1
6/6/24,6:00:00 AM,17
6/6/24,7:00:00 AM,158
6/6/24,8:00:00 AM,341
6/6/24,9:00:00 AM,459
6/6/24,10:00:00 AM,414
6/6/24,11:00:00 AM,467
6/6/24,12:00:00 PM,359
6/6/24,1:00:00 PM,353
6/6/24,2:00:00 PM,334
6/6/24,3:00:00 PM,588
6/6/24,4:00:00 PM,177
6/6/24,5:00:00 PM,323
6/6/24,6:00:00 PM,277
6/6/24,7:00:00 PM,102
6/6/24,8:00:00 PM,6
6/6/24,9:00:00 PM,0
6/6/24,10:00:00 PM,0
6/6/24,11:00:00 PM,0
6/7/24,12:00:00 AM,0
6/7/24,1:00:00 AM,0
6/7/24,2:00:00 AM,0
6/7/24,3:00:00 AM,0
6/7/24,4:00:00 AM,0
6/7/24,5:00:00 AM,2
6/7/24,6:00:00 AM,31
6/7/24,7:00:00 AM,289
6/7/24,8:00:00 AM,379
6/7/24,9:00:00 AM,637
6/7/24,10:00:00 AM,774
6/7/24,11:00:00 AM,761
6/7/24,12:00:00 PM,935
6/7/24,1:00:00 PM,982
6/7/24,2:00:00 PM,748
6/7/24,3:00:00 PM,657
6/7/24,4:00:00 PM,611
6/7/24,5:00:00 PM,420
6/7/24,6:00:00 PM,203
6/7/24,7:00:00 PM,91
6/7/24,8:00:00 PM,10
6/7/24,9:00:00 PM,0
6/7/24,10:00:00 PM,0
6/7/24,11:00:00 PM,0
6/8/24,12:00:00 AM,0
6/8/24,1:00:00 AM,0
6/8/24,2:00:00 AM,0
6/8/24,3:00:00 AM,0
6/8/24,4:00:00 AM,0
6/8/24,5:00:00 AM,8
6/8/24,6:00:00 AM,108
6/8/24,7:00:00 AM,284
6/8/24,8:00:00 AM,483
6/8/24,9:00:00 AM,650
6/8/24,10:00:00 AM,792
6/8/24,11:00:00 AM,886
6/8/24,12:00:00 PM,940
6/8/24,1:00:00 PM,960
6/8/24,2:00:00 PM,947
6/8/24,3:00:00 PM,786
6/8/24,4:00:00 PM,606
6/8/24,5:00:00 PM,461
6/8/24,6:00:00 PM,280
6/8/24,7:00:00 PM,110
6/8/24,8:00:00 PM,10
6/8/24,9:00:00 PM,0
6/8/24,10:00:00 PM,0
6/8/24,11:00:00 PM,0
6/9/24,12:00:00 AM,0
6/9/24,1:00:00 AM,0
6/9/24,2:00:00 AM,0
6/9/24,3:00:00 AM,0
6/9/24,4:00:00 AM,0
6/9/24,5:00:00 AM,2
6/9/24,6:00:00 AM,53
6/9/24,7:00:00 AM,111
6/9/24,8:00:00 AM,133
6/9/24,9:00:00 AM,121
6/9/24,10:00:00 AM,265
6/9/24,11:00:00 AM,649
6/9/24,12:00:00 PM,828
6/9/24,1:00:00 PM,917
6/9/24,2:00:00 PM,826
6/9/24,3:00:00 PM,815
6/9/24,4:00:00 PM,657
6/9/24,5:00:00 PM,431
6/9/24,6:00:00 PM,266
6/9/24,7:00:00 PM,125
6/9/24,8:00:00 PM,15
6/9/24,9:00:00 PM,0
6/9/24,10:00:00 PM,0
6/9/24,11:00:00 PM,0
6/10/24,12:00:00 AM,0
6/10/24,1:00:00 AM,0
6/10/24,2:00:00 AM,0
6/10/24,3:00:00 AM,0
6/10/24,4:00:00 AM,0
6/10/24,5:00:00 AM,9
6/10/24,6:00:00 AM,114
6/10/24,7:00:00 AM,285
6/10/24,8:00:00 AM,472
6/10/24,9:00:00 AM,644
6/10/24,10:00:00 AM,764
6/10/24,11:00:00 AM,800
6/10/24,12:00:00 PM,883
6/10/24,1:00:00 PM,932
6/10/24,2:00:00 PM,825
6/10/24,3:00:00 PM,789
6/10/24,4:00:00 PM,601
6/10/24,5:00:00 PM,316
6/10/24,6:00:00 PM,124
6/10/24,7:00:00 PM,51
6/10/24,8:00:00 PM,9
6/10/24,9:00:00 PM,0
6/10/24,10:00:00 PM,0
6/10/24,11:00:00 PM,0
6/11/24,12:00:00 AM,0
6/11/24,1:00:00 AM,0
6/11/24,2:00:00 AM,0
6/11/24,3:00:00 AM,0
6/11/24,4:00:00 AM,0
6/11/24,5:00:00 AM,5
6/11/24,6:00:00 AM,106
6/11/24,7:00:00 AM,251
6/11/24,8:00:00 AM,268
6/11/24,9:00:00 AM,381
6/11/24,10:00:00 AM,549
6/11/24,11:00:00 AM,395
6/11/24,12:00:00 PM,469
6/11/24,1:00:00 PM,83
6/11/24,2:00:00 PM,289
6/11/24,3:00:00 PM,285
6/11/24,4:00:00 PM,266
6/11/24,5:00:00 PM,254
6/11/24,6:00:00 PM,112
6/11/24,7:00:00 PM,72
6/11/24,8:00:00 PM,9
6/11/24,9:00:00 PM,0
6/11/24,10:00:00 PM,0
6/11/24,11:00:00 PM,0
6/12/24,12:00:00 AM,0
6/12/24,1:00:00 AM,0
6/12/24,2:00:00 AM,0
6/12/24,3:00:00 AM,0
6/12/24,4:00:00 AM,0
6/12/24,5:00:00 AM,9
6/12/24,6:00:00 AM,113
6/12/24,7:00:00 AM,284
6/12/24,8:00:00 AM,458
6/12/24,9:00:00 AM,652
6/12/24,10:00:00 AM,743
6/12/24,11:00:00 AM,857
6/12/24,12:00:00 PM,844
6/12/24,1:00:00 PM,891
6/12/24,2:00:00 PM,893
6/12/24,3:00:00 PM,659
6/12/24,4:00:00 PM,673
6/12/24,5:00:00 PM,473
6/12/24,6:00:00 PM,251
6/12/24,7:00:00 PM,106
6/12/24,8:00:00 PM,10
6/12/24,9:00:00 PM,0
6/12/24,10:00:00 PM,0
6/12/24,11:00:00 PM,0
